comment_id,index,label_logprobs
36534,17,"{'4': -3.886147169396281e-05, '3': -10.281289100646973, '2': -15.031289100646973, '1': -15.757851600646973, '0': -16.906288146972656}"
7287,18,"{'4': -0.0006445952458307147, '3': -7.422519683837891, '2': -12.03189468383789, '1': -13.50064468383789, '0': -14.30533218383789}"
32074,19,"{'0': -0.0006971312686800957, '2': -7.985072135925293, '1': -8.031947135925293, '3': -10.578822135925293, '4': -13.469447135925293}"
46526,20,"{'4': -0.06129836291074753, '3': -2.826923370361328, '2': -8.514423370361328, '1': -10.326923370361328, '0': -14.155048370361328}"
30683,21,"{'4': -0.446270227432251, '3': -1.024395227432251, '2': -7.274394989013672, '1': -8.618144989013672, '0': -11.618144989013672}"
15758,22,"{'3': -0.5595836639404297, '2': -1.5908336639404297, '1': -1.9502086639404297, '4': -2.8720836639404297, '0': -3.6845836639404297}"
14868,23,"{'0': -0.0014430596493184566, '1': -7.235817909240723, '2': -7.313942909240723, '3': -9.970192909240723, '4': -12.704567909240723}"
11817,24,"{'4': -0.0001802282058633864, '3': -8.7033052444458, '2': -13.9454927444458, '1': -14.8517427444458, '0': -15.9533052444458}"
4373,25,"{'2': -0.8889036178588867, '3': -1.6232786178588867, '1': -1.6857786178588867, '0': -1.7951536178588867, '4': -3.2951536178588867}"
1323,26,"{'1': -0.8371291160583496, '0': -1.0715041160583496, '2': -2.0715041160583496, '3': -2.3371291160583496, '4': -6.60275411605835}"
38126,27,"{'4': -0.18021732568740845, '3': -1.8052172660827637, '2': -8.039592742919922, '1': -9.633342742919922, '0': -12.320842742919922}"
26362,28,"{'0': -0.08826564252376556, '1': -2.9320156574249268, '2': -3.6507656574249268, '3': -5.275765419006348, '4': -9.666390419006348}"
5410,29,"{'3': -0.1533202975988388, '4': -2.0595703125, '2': -4.4033203125, '1': -6.0595703125, '0': -10.1064453125}"
39276,30,"{'4': -0.0039222706109285355, '3': -5.566422462463379, '2': -10.925797462463379, '1': -12.488297462463379, '0': -13.902359962463379}"
32811,31,"{'4': -0.18277131021022797, '3': -1.8233963251113892, '2': -5.5577712059021, '1': -6.5108962059021, '0': -9.104646682739258}"
33729,32,"{'3': -0.4427356421947479, '4': -1.8646106719970703, '2': -1.9114856719970703, '1': -2.9583606719970703, '0': -6.09898567199707}"
47480,33,"{'4': -0.12525516748428345, '3': -2.1408801078796387, '2': -9.000255584716797, '1': -10.703380584716797, '0': -13.609630584716797}"
10694,34,"{'0': -0.0017741668270900846, '1': -6.861149311065674, '2': -7.408024311065674, '3': -9.251773834228516, '4': -11.251773834228516}"
1031,35,"{'4': -0.2731904089450836, '3': -1.9919403791427612, '2': -2.991940498352051, '0': -3.616940498352051, '1': -4.210690498352051}"
48834,36,"{'3': -0.5072720646858215, '4': -0.9447720646858215, '2': -4.944772243499756, '1': -6.319772243499756, '0': -10.132271766662598}"
43341,37,"{'4': -0.00258861412294209, '3': -6.033838748931885, '2': -10.440088272094727, '1': -11.721338272094727, '0': -12.752588272094727}"
47870,38,"{'4': -0.02602452039718628, '3': -3.666649580001831, '2': -9.85414981842041, '1': -11.36977481842041, '0': -14.11977481842041}"
49895,39,"{'0': -0.0003570872650016099, '1': -8.609731674194336, '2': -9.390981674194336, '3': -9.594106674194336, '4': -11.219106674194336}"
37291,40,"{'4': -0.00675205560401082, '3': -5.006752014160156, '2': -11.069252014160156, '1': -12.772377014160156, '0': -15.022377014160156}"
11121,41,"{'0': -0.9682879447937012, '1': -1.0932879447937012, '3': -1.6870379447937012, '2': -2.390162944793701, '4': -4.874537944793701}"
38307,42,"{'3': -0.6388339400291443, '2': -1.576333999633789, '1': -2.123208999633789, '4': -2.248208999633789, '0': -3.341958999633789}"
19352,43,"{'0': -0.02072126604616642, '1': -4.520721435546875, '2': -4.895721435546875, '3': -6.192596435546875, '4': -9.348846435546875}"
24301,44,"{'0': -0.0016235039802268147, '1': -7.064123630523682, '2': -7.282873630523682, '3': -9.548498153686523, '4': -12.704748153686523}"
23452,45,"{'0': -0.586741030216217, '1': -1.4148659706115723, '3': -2.2898659706115723, '2': -2.4617409706115723, '4': -4.508615970611572}"
886,46,"{'4': -0.060179997235536575, '3': -2.8414299488067627, '2': -10.419554710388184, '1': -11.450804710388184, '0': -13.966429710388184}"
32374,47,"{'4': -0.002786802826449275, '3': -5.955911636352539, '2': -11.190286636352539, '1': -13.143411636352539}"
25790,48,"{'4': -0.011278210207819939, '3': -4.49565315246582, '2': -10.98002815246582, '1': -12.46440315246582, '0': -14.40190315246582}"
5611,49,"{'3': -0.7441422939300537, '2': -1.1972672939300537, '1': -1.6972672939300537, '4': -3.6660172939300537, '0': -4.291017532348633}"
44643,50,"{'4': -0.1538202464580536, '3': -1.950695276260376, '2': -8.435070037841797, '1': -9.606945037841797, '0': -12.013195037841797}"
31537,51,"{'4': -0.08839485794305801, '3': -2.4790198802948, '2': -7.525894641876221, '1': -8.854020118713379, '0': -11.713395118713379}"
11238,52,"{'4': -7.164221460698172e-05, '3': -9.70319652557373, '2': -14.21100902557373, '1': -14.85944652557373, '0': -15.67194652557373}"
19943,53,"{'1': -0.9312204718589783, '3': -1.368720531463623, '2': -1.368720531463623, '0': -2.493720531463623, '4': -4.290595531463623}"
20844,54,"{'4': -0.006043019704520702, '3': -5.287292957305908, '2': -8.443543434143066, '1': -9.802918434143066, '0': -9.990418434143066}"
39016,55,"{'4': -0.0003389737685211003, '3': -8.359713554382324, '2': -12.351901054382324, '0': -12.961276054382324, '1': -13.195651054382324}"
42490,56,"{'0': -0.045607391744852066, '2': -3.717482328414917, '1': -3.967482328414917, '3': -6.623732566833496, '4': -10.561232566833496}"
1402,57,"{'1': -0.540794849395752, '0': -1.587669849395752, '2': -1.759544849395752, '3': -3.197044849395752, '4': -8.556419372558594}"
41581,58,"{'4': -0.0006455483380705118, '3': -7.375645637512207, '2': -12.750645637512207, '1': -13.313145637512207, '0': -13.914708137512207}"
48081,59,"{'4': -0.14300671219825745, '3': -2.0180068016052246, '2': -8.408631324768066, '1': -9.721131324768066, '0': -12.549256324768066}"
12449,60,"{'4': -0.00027724236133508384, '3': -8.312777519226074, '2': -12.781527519226074, '1': -13.789340019226074, '0': -14.101840019226074}"
46066,61,"{'2': -0.48349905014038086, '0': -1.7334990501403809, '3': -2.405374050140381, '1': -2.639749050140381, '4': -3.405374050140381}"
37829,62,"{'1': -0.8946102261543274, '3': -1.0664851665496826, '2': -1.8321101665496826, '0': -2.5977351665496826, '4': -4.457110404968262}"
1192,63,"{'4': -0.0037491286639124155, '3': -5.628748893737793, '2': -10.097498893737793, '1': -11.269373893737793, '0': -12.050623893737793}"
44768,64,"{'4': -0.005420866422355175, '3': -5.239795684814453, '2': -10.833545684814453, '1': -12.333545684814453, '0': -14.161670684814453}"
33748,65,"{'1': -0.5836008191108704, '0': -1.7086007595062256, '2': -1.7867257595062256, '3': -2.3804757595062256, '4': -7.052350997924805}"
13741,66,"{'3': -0.39344608783721924, '4': -1.1278210878372192, '2': -6.72157096862793, '1': -8.14344596862793, '0': -12.56532096862793}"
25323,67,"{'4': -0.0033573710825294256, '3': -5.706482410430908, '2': -11.78460693359375, '1': -13.51898193359375, '0': -15.77679443359375}"
6831,68,"{'4': -0.0002696150622796267, '3': -8.281519889831543, '2': -13.562769889831543, '1': -14.437769889831543, '0': -14.765894889831543}"
43075,69,"{'4': -0.16750068962574005, '3': -1.8706257343292236, '2': -8.823750495910645, '1': -10.995625495910645, '0': -14.355000495910645}"
48594,70,"{'0': -0.018959490582346916, '1': -4.7689595222473145, '2': -5.2533345222473145, '3': -5.3627095222473145, '4': -8.003334045410156}"
16311,71,"{'4': -0.004632336553186178, '3': -5.379632472991943, '2': -12.332756996154785, '1': -13.895256996154785, '0': -16.2077579498291}"
48957,72,"{'4': -0.3871571123600006, '3': -1.1371570825576782, '2': -8.434032440185547, '1': -10.074657440185547, '0': -13.762157440185547}"
38719,73,"{'4': -0.00044526674901135266, '3': -8.031695365905762, '2': -11.609820365905762, '1': -12.695757865905762, '0': -12.797320365905762}"
17090,74,"{'0': -0.21507005393505096, '2': -2.2463200092315674, '1': -2.4806950092315674, '3': -5.5431952476501465, '4': -9.855694770812988}"
5391,75,"{'0': -0.0002004899288294837, '1': -9.359575271606445, '2': -9.484575271606445, '3': -10.422075271606445, '4': -12.218950271606445}"
35794,76,"{'4': -0.10051970928907394, '3': -2.4130196571350098, '2': -5.42864465713501, '1': -6.61614465713501, '0': -8.756770133972168}"
42107,77,"{'4': -0.0010401559993624687, '3': -6.907289981842041, '2': -12.7744779586792, '1': -13.8135404586792, '0': -15.1807279586792}"
20695,78,"{'0': -0.09964143484830856, '1': -3.0683913230895996, '2': -3.1308913230895996, '3': -5.3965163230896, '4': -9.224641799926758}"
14184,79,"{'0': -0.024950746446847916, '1': -4.243700981140137, '2': -4.618700981140137, '3': -7.931200981140137, '4': -12.212450981140137}"
48140,80,"{'4': -0.009945718571543694, '3': -4.619320869445801, '2': -11.6036958694458, '1': -13.0099458694458, '0': -15.1818208694458}"
41025,81,"{'3': -0.5290228724479675, '2': -1.4508979320526123, '1': -1.8102729320526123, '4': -4.466522693634033, '0': -6.857147693634033}"
34714,82,"{'4': -0.00033742457162588835, '3': -8.078462600708008, '2': -13.476900100708008, '1': -14.476900100708008, '0': -15.289400100708008}"
48242,83,"{'3': -0.18047115206718445, '4': -1.9617211818695068, '2': -4.117970943450928, '1': -4.821095943450928, '0': -9.321096420288086}"
26845,84,"{'4': -0.00038723601028323174, '3': -7.891012191772461, '2': -13.734762191772461, '1': -14.812887191772461, '0': -16.35976219177246}"
8070,85,"{'4': -0.0032452084124088287, '3': -5.7532453536987305, '2': -10.84699535369873, '1': -12.42512035369873, '0': -13.93293285369873}"
24948,86,"{'3': -0.6157038807868958, '1': -1.490703821182251, '2': -2.084453821182251, '4': -2.678203821182251, '0': -3.193828821182251}"
12635,87,"{'4': -4.494089080253616e-05, '3': -10.125044822692871, '2': -14.890669822692871, '1': -15.476607322692871, '0': -16.476608276367188}"
29293,88,"{'4': -0.11544995754957199, '3': -2.224824905395508, '2': -7.349824905395508, '1': -8.927949905395508, '0': -11.599824905395508}"
12271,89,"{'4': -0.03460293635725975, '3': -3.4096028804779053, '2': -7.425228118896484, '1': -8.831478118896484, '0': -10.081478118896484}"
28981,90,"{'4': -0.00010430268594063818, '3': -9.250103950500488, '2': -14.523541450500488, '1': -15.304791450500488, '0': -16.359479904174805}"
43872,91,"{'4': -0.49551379680633545, '3': -0.9486387968063354, '2': -5.901763916015625, '1': -7.323638916015625, '0': -11.136138916015625}"
7737,92,"{'4': -0.00023624490131624043, '3': -8.375236511230469, '2': -14.312736511230469, '1': -15.304924011230469, '0': -17.08617401123047}"
16019,93,"{'0': -0.00022837892174720764, '1': -9.047102928161621, '2': -9.531477928161621, '3': -10.359602928161621, '4': -12.859602928161621}"
37045,94,"{'3': -0.32925304770469666, '4': -1.579253077507019, '2': -3.1573779582977295, '1': -3.4855029582977295, '0': -6.876128196716309}"
49409,95,"{'4': -0.6735228896141052, '3': -0.7203978896141052, '2': -5.89227294921875, '1': -7.31414794921875, '0': -10.84539794921875}"
47899,96,"{'4': -0.0055027916096150875, '3': -5.208627700805664, '2': -12.130502700805664, '1': -13.489877700805664, '0': -15.614877700805664}"
30201,97,"{'4': -0.004507144447416067, '3': -5.410757064819336, '2': -11.645132064819336, '1': -13.223257064819336, '0': -15.184194564819336}"
12334,98,"{'4': -0.009801121428608894, '3': -4.650425910949707, '2': -9.744175910949707, '1': -11.416050910949707, '0': -12.916050910949707}"
49530,99,"{'4': -0.0018955373670905828, '3': -6.283145427703857, '2': -12.392520904541016, '1': -14.017520904541016, '0': -15.712833404541016}"
26115,100,"{'0': -0.027379153296351433, '2': -4.199254035949707, '1': -4.449254035949707, '3': -8.152379035949707, '4': -12.152379035949707}"
11314,101,"{'1': -0.8427206873893738, '2': -0.9833456873893738, '3': -2.0458457469940186, '0': -2.7958457469940186, '4': -5.3114705085754395}"
5650,102,"{'3': -0.18463614583015442, '4': -2.012761116027832, '2': -3.731511116027832, '1': -4.544011116027832, '0': -8.481511116027832}"
33903,103,"{'0': -0.00010275312524754554, '1': -9.906352996826172, '2': -10.015727996826172, '3': -12.265727996826172, '4': -14.453227996826172}"
10634,104,"{'0': -0.0021193204447627068, '1': -6.752119541168213, '2': -7.002119541168213, '3': -10.267744064331055, '4': -13.642744064331055}"
26214,105,"{'3': -0.37834426760673523, '4': -2.0814692974090576, '1': -2.2064692974090576, '2': -2.6283442974090576, '0': -5.0345940589904785}"
9453,106,"{'4': -0.00048685140791349113, '3': -7.719236850738525, '2': -12.625487327575684, '1': -13.328612327575684, '0': -13.594237327575684}"
9411,107,"{'0': -0.0018241447396576405, '1': -6.908074378967285, '3': -7.954949378967285, '2': -8.048699378967285, '4': -9.642449378967285}"
686,108,"{'0': -1.1220874786376953, '2': -1.2939624786376953, '1': -1.4814624786376953, '3': -1.7783374786376953, '4': -5.559587478637695}"
16823,109,"{'4': -0.003971784841269255, '3': -5.535221576690674, '2': -12.441472053527832, '1': -13.316472053527832, '0': -15.136784553527832}"
37890,110,"{'4': -0.016345882788300514, '3': -4.125720977783203, '2': -10.328845977783203, '1': -12.094470977783203, '0': -15.172595977783203}"
7574,111,"{'4': -0.0017630999209359288, '3': -6.345512866973877, '2': -13.689263343811035, '1': -15.158013343811035, '0': -17.18926239013672}"
38840,112,"{'3': -0.2588917016983032, '2': -2.3838915824890137, '1': -2.4776415824890137, '4': -3.0557665824890137, '0': -5.368266582489014}"
21953,113,"{'3': -0.19291220605373383, '4': -1.755412220954895, '2': -6.1147871017456055, '1': -7.8804121017456055, '0': -13.161662101745605}"
16356,114,"{'0': -0.012922591529786587, '1': -5.137922763824463, '3': -5.481672763824463, '2': -5.997297763824463, '4': -8.247297286987305}"
7896,115,"{'4': -0.3889758288860321, '3': -1.1702258586883545, '2': -4.748350620269775, '1': -5.857725620269775, '0': -8.404601097106934}"
23646,116,"{'0': -0.22125454246997833, '2': -2.158754587173462, '1': -2.690004587173462, '3': -4.221254348754883, '4': -7.955629348754883}"
22607,117,"{'4': -0.011594058014452457, '3': -4.464719295501709, '2': -11.65221881866455, '1': -13.51159381866455, '0': -16.011594772338867}"
4267,118,"{'0': -4.434487345861271e-05, '1': -10.734418869018555, '2': -11.390668869018555, '3': -12.109418869018555, '4': -13.796918869018555}"
26915,119,"{'2': -0.8799840211868286, '0': -1.6299840211868286, '3': -1.8643590211868286, '4': -1.9268590211868286, '1': -2.567483901977539}"
40331,120,"{'3': -0.13581505417823792, '4': -2.588940143585205, '2': -3.245190143585205, '1': -4.370190143585205, '0': -8.682689666748047}"
3581,121,"{'4': -0.046743303537368774, '3': -3.281118392944336, '2': -6.077993392944336, '0': -6.546743392944336, '1': -7.077993392944336}"
41018,122,"{'3': -0.6600756049156189, '2': -1.4569506645202637, '1': -1.5194506645202637, '4': -3.6444506645202637, '0': -5.300700664520264}"
43300,123,"{'4': -0.00031120702624320984, '3': -8.234685897827148, '2': -12.883123397827148, '1': -13.742498397827148, '0': -14.554998397827148}"
46711,124,"{'0': -0.11400369554758072, '2': -2.6921286582946777, '1': -3.4108786582946777, '3': -5.020253658294678, '4': -8.207754135131836}"
13308,125,"{'0': -0.9104464650154114, '1': -1.3635714054107666, '3': -1.4573214054107666, '2': -2.5666964054107666, '4': -3.4573214054107666}"
38052,126,"{'3': -0.6391380429267883, '4': -0.9047630429267883, '2': -3.2953879833221436, '1': -3.6391379833221436, '0': -5.654763221740723}"
37950,127,"{'4': -0.20450910925865173, '3': -1.8138841390609741, '2': -4.454509258270264, '1': -4.813884258270264, '0': -6.282634258270264}"
38433,128,"{'0': -0.0003819928097072989, '1': -8.719132423400879, '2': -8.844132423400879, '3': -9.687882423400879, '4': -11.937882423400879}"
29026,129,"{'4': -0.007350187748670578, '3': -4.944849967956543, '2': -9.569849967956543, '1': -10.851099967956543, '0': -11.757349967956543}"
3101,130,"{'0': -0.0002857038634829223, '1': -8.625286102294922, '2': -9.297161102294922, '3': -11.578411102294922, '4': -13.875286102294922}"
1832,131,"{'3': -0.3582833409309387, '2': -1.467658281326294, '1': -2.858283281326294, '4': -4.373908519744873, '0': -7.639533519744873}"
46846,132,"{'0': -0.046856604516506195, '1': -3.562481641769409, '2': -4.17185640335083, '3': -6.26560640335083, '4': -10.078106880187988}"
17601,133,"{'4': -0.00018046658078674227, '3': -8.7345552444458, '2': -13.1720552444458, '1': -14.2658052444458, '0': -14.6798677444458}"
20950,134,"{'4': -0.2020239382982254, '3': -1.717648983001709, '2': -6.030148983001709, '1': -7.248898983001709, '0': -9.37389850616455}"
19924,135,"{'4': -0.00010895135346800089, '3': -9.21885871887207, '2': -14.00792121887207, '1': -14.75010871887207, '0': -15.62510871887207}"
29478,136,"{'0': -0.32284319400787354, '2': -1.6665931940078735, '1': -2.697843074798584, '3': -4.088468074798584, '4': -5.947843074798584}"
17037,137,"{'3': -0.4386351406574249, '4': -1.1261351108551025, '2': -3.8761351108551025, '1': -4.626135349273682, '0': -8.501134872436523}"
31516,138,"{'3': -0.8610537052154541, '1': -1.423553705215454, '2': -1.751678705215454, '4': -2.220428705215454, '0': -2.923553705215454}"
26033,139,"{'3': -0.36722278594970703, '4': -1.523472785949707, '2': -2.914097785949707, '1': -3.429722785949707, '0': -5.992222785949707}"
25490,140,"{'4': -0.0008777103503234684, '3': -7.047752857208252, '2': -13.594627380371094, '1': -14.688377380371094, '0': -16.539939880371094}"
46657,141,"{'4': -0.2562287151813507, '3': -1.4906036853790283, '2': -7.396853923797607, '1': -8.88122844696045, '0': -11.64685344696045}"
38578,142,"{'0': -0.004317249171435833, '1': -6.144942283630371, '3': -6.879317283630371, '2': -7.019942283630371, '4': -8.660567283630371}"
45835,143,"{'3': -0.2075362503528595, '4': -1.707536220550537, '2': -5.223161220550537, '1': -7.316911220550537, '0': -11.738786697387695}"
44820,144,"{'4': -0.026753192767500877, '3': -3.6361281871795654, '2': -10.839253425598145, '1': -12.261128425598145, '0': -14.542378425598145}"
39890,145,"{'3': -0.5114189982414246, '4': -0.9332939982414246, '2': -5.29266881942749, '1': -6.30829381942749, '0': -9.652044296264648}"
24908,146,"{'4': -0.6818141937255859, '3': -0.7443141937255859, '2': -4.259939193725586, '1': -5.416189193725586, '0': -8.134939193725586}"
36126,147,"{'0': -0.005743547808378935, '1': -5.630743503570557, '2': -6.536993503570557, '3': -7.365118503570557, '4': -10.740118980407715}"
14889,148,"{'4': -0.015613339841365814, '3': -4.171863555908203, '2': -10.156238555908203, '1': -11.906238555908203, '0': -14.812488555908203}"
46827,149,"{'3': -0.29413679242134094, '4': -1.6691367626190186, '2': -3.1535117626190186, '1': -3.8097617626190186, '0': -6.778512001037598}"
43131,150,"{'4': -4.410646579344757e-05, '3': -10.328168869018555, '2': -14.468793869018555, '1': -14.914106369018555, '0': -15.101606369018555}"
23175,151,"{'4': -0.04134996235370636, '3': -3.2444748878479004, '2': -7.0413498878479, '1': -7.7288498878479, '0': -9.135100364685059}"
32857,152,"{'4': -0.017332512885332108, '3': -4.095457553863525, '2': -8.532957077026367, '1': -9.736082077026367, '0': -10.704832077026367}"
5141,153,"{'0': -0.0006976078147999942, '1': -7.625697612762451, '2': -8.922572135925293, '3': -9.672572135925293, '4': -12.016322135925293}"
34789,154,"{'4': -0.6574042439460754, '3': -0.7355292439460754, '2': -6.25115442276001, '1': -7.54802942276001, '0': -11.282403945922852}"
22001,155,"{'0': -0.0003797286772169173, '2': -8.48475456237793, '1': -8.73475456237793, '3': -11.75037956237793, '4': -14.15662956237793}"
12494,156,"{'4': -6.782778655178845e-05, '3': -9.687567710876465, '2': -14.546942710876465, '1': -15.211005210876465, '0': -16.32819366455078}"
42332,157,"{'1': -0.6046972274780273, '2': -1.1984472274780273, '3': -2.1203222274780273, '0': -3.4640722274780273, '4': -7.276572227478027}"
1919,158,"{'4': -0.14697393774986267, '3': -1.990723967552185, '2': -9.646973609924316, '1': -11.537598609924316, '0': -14.506348609924316}"
23793,159,"{'3': -0.28692615032196045, '4': -1.8806761503219604, '1': -2.97442626953125, '2': -3.47442626953125, '0': -4.28692626953125}"
35604,160,"{'4': -0.0003146630187984556, '3': -8.125314712524414, '2': -13.609689712524414, '1': -14.687814712524414, '0': -15.945627212524414}"
11130,161,"{'0': -0.1769028902053833, '1': -2.3644027709960938, '2': -2.7394027709960938, '3': -5.661277770996094, '4': -10.520652770996094}"
47202,162,"{'4': -0.0554862841963768, '3': -2.9304862022399902, '2': -8.008611679077148, '1': -9.258611679077148, '0': -11.133611679077148}"
4948,163,"{'3': -0.7136256694793701, '1': -1.3855006694793701, '2': -1.5730006694793701, '4': -3.44800066947937, '0': -3.90112566947937}"
17862,164,"{'0': -0.0643579512834549, '1': -3.1424829959869385, '2': -4.001857757568359, '3': -7.079982757568359, '4': -11.18935775756836}"
3,165,"{'3': -0.22793133556842804, '4': -2.212306261062622, '2': -2.602931261062622, '1': -3.946681261062622, '0': -7.696681499481201}"
15365,166,"{'4': -0.11767685413360596, '3': -2.8051767349243164, '0': -4.023926734924316, '2': -4.320801734924316, '1': -4.977051734924316}"
49891,167,"{'4': -0.4182119369506836, '3': -1.0744619369506836, '2': -8.402586936950684, '1': -9.902586936950684, '0': -13.840086936950684}"
6946,168,"{'4': -7.259582343976945e-05, '3': -9.750072479248047, '2': -13.961009979248047, '1': -14.648509979248047, '0': -15.359447479248047}"
24396,169,"{'0': -0.8922979235649109, '1': -1.2516729831695557, '2': -1.8766729831695557, '3': -1.9704229831695557, '4': -4.486047744750977}"
12809,170,"{'4': -0.5969482064247131, '3': -1.5188231468200684, '2': -2.2688231468200684, '0': -2.8781981468200684, '1': -3.3781981468200684}"
34824,171,"{'2': -1.2413101196289062, '1': -1.3819351196289062, '3': -1.4913101196289062, '0': -1.6319351196289062, '4': -3.2725601196289062}"
17470,172,"{'1': -0.7089524865150452, '3': -1.2714524269104004, '2': -1.6308274269104004, '0': -3.6464524269104004, '4': -5.2870774269104}"
42264,173,"{'4': -0.009329886175692081, '3': -4.681204795837402, '2': -11.993704795837402, '1': -13.743704795837402, '0': -16.18901824951172}"
17372,174,"{'0': -0.002011063741520047, '1': -6.564511299133301, '2': -7.517636299133301, '3': -9.9395112991333, '4': -13.0801362991333}"
34112,175,"{'3': -0.23601506650447845, '2': -2.0797650814056396, '4': -3.1578900814056396, '1': -3.1578900814056396, '0': -8.907890319824219}"
46835,176,"{'3': -0.3136436343193054, '4': -1.3761436939239502, '2': -4.485518455505371, '1': -5.251143455505371, '0': -9.094893455505371}"
15009,177,"{'4': -5.125868119648658e-05, '3': -10.031301498413086, '2': -14.687551498413086, '1': -15.312551498413086, '0': -16.109426498413086}"
13193,178,"{'0': -0.019611388444900513, '1': -4.457111358642578, '3': -5.566486358642578, '2': -5.597736358642578, '4': -8.316486358642578}"
29,179,"{'0': -0.110597625374794, '1': -2.594972610473633, '2': -3.657472610473633, '3': -5.485597610473633, '4': -10.079347610473633}"
26745,180,"{'0': -0.09651414304971695, '1': -2.9558892250061035, '2': -3.5027642250061035, '3': -4.6433892250061035, '4': -8.643388748168945}"
29783,181,"{'4': -0.00018904806347563863, '3': -8.625188827514648, '2': -13.859563827514648, '1': -14.828313827514648, '0': -15.914251327514648}"
27140,182,"{'1': -0.8646765351295471, '0': -0.9740515351295471, '2': -1.9115514755249023, '3': -2.9584264755249023, '4': -6.802176475524902}"
36829,183,"{'0': -0.1988348662853241, '1': -2.3394598960876465, '2': -2.5894598960876465, '3': -4.7457098960876465, '4': -8.948834419250488}"
29107,184,"{'4': -0.012382535263895988, '3': -4.449882507324219, '2': -8.215507507324219, '1': -9.309257507324219, '0': -10.231132507324219}"
9430,185,"{'1': -0.7236250638961792, '3': -1.3642500638961792, '2': -1.4267500638961792, '0': -4.286125183105469, '4': -5.208000183105469}"
40281,186,"{'4': -0.017407843843102455, '3': -4.0642828941345215, '2': -10.439282417297363, '1': -11.908032417297363, '0': -14.158032417297363}"
5458,187,"{'4': -0.12357126921415329, '3': -2.1548211574554443, '2': -8.420446395874023, '1': -10.670446395874023, '0': -14.201696395874023}"
774,188,"{'0': -0.039482444524765015, '1': -3.914482355117798, '2': -4.133232593536377, '3': -5.930107593536377, '4': -9.898857116699219}"
15462,189,"{'3': -0.5159255266189575, '1': -1.8128005266189575, '2': -1.9690505266189575, '4': -2.609675407409668, '0': -3.656550407409668}"
42901,190,"{'2': -0.6833241581916809, '1': -1.4333240985870361, '3': -1.5114490985870361, '0': -3.589574098587036, '4': -5.027074337005615}"
33856,191,"{'3': -0.456156849861145, '1': -1.721781849861145, '2': -1.971781849861145, '4': -3.2061567306518555, '0': -4.8936567306518555}"
20190,192,"{'3': -0.22398042678833008, '4': -1.63023042678833, '2': -5.61460542678833, '1': -6.88023042678833, '0': -11.270854949951172}"
28859,193,"{'4': -0.2367122769355774, '3': -1.5648372173309326, '2': -6.564837455749512, '1': -8.533587455749512, '0': -12.330462455749512}"
11064,194,"{'4': -0.038222603499889374, '3': -3.288222551345825, '2': -9.288222312927246, '1': -10.538222312927246, '0': -12.444472312927246}"
40048,195,"{'4': -0.0006721144891344011, '3': -7.360047340393066, '2': -12.344422340393066, '1': -13.586609840393066, '0': -14.688172340393066}"
