index,dehumanize,dehumanize_confidence
86,3,0.7436813905879143
87,4,0.6439847332966661
88,3,0.7085769219971002
89,3,0.6538194584389558
90,3,0.5981759898752352
91,2,0.4575775894969853
92,1,0.5301049281045047
93,4,0.9995863790731204
94,4,0.9382819514233617
95,0,0.9215126140804105
96,3,0.4803064095726859
97,4,0.5751791612485214
98,2,0.541252109495062
99,4,0.7506962627940454
100,2,0.5149232544447091
101,1,0.3884630912644992
102,4,0.6356801563752318
103,0,0.9946841544251566
104,1,0.49812644862527117
105,1,0.35675182954298984
106,4,0.8237973351048546
107,4,0.730205573777787
108,3,0.7555031038483189
109,1,0.5234497826543721
110,0,0.9660011131083074
111,1,0.5157357025557314
112,4,0.8052722689132202
113,4,0.8331949580671194
114,2,0.5965796171003728
115,2,0.6049721923596679
116,4,0.6799020934386981
117,4,0.9262328489000051
118,0,0.9357707884733407
119,3,0.47433744009783685
120,2,0.6160965468986381
121,4,0.990396102985473
122,3,0.7780417398264788
123,0,0.6412176836781122
124,1,0.59167525970264
125,4,0.8754407461345737
126,2,0.5018395175131929
127,0,0.9886514617849753
128,1,0.5546498231274788
129,3,0.498750665972279
130,4,0.9997254814923986
131,4,0.9990576544800077
132,3,0.6267663873593922
133,0,0.9967413294314794
134,4,0.9011416734462699
135,0,0.9760282374547095
136,1,0.5118468106041846
137,1,0.44474388394950876
138,3,0.7407006050863721
139,4,0.9927525103868561
140,1,0.6486664246270555
141,1,0.6691730235007662
142,2,0.5299966336086018
143,3,0.7878368025887373
144,1,0.6335126190007779
145,0,0.5103976585837531
146,1,0.45588548152123903
147,2,0.5630862333434473
148,3,0.7136699506442945
149,0,0.972191651872826
150,1,0.6732679125490775
151,3,0.5137122822796816
152,1,0.5337150101186519
153,0,0.9709144461341884
154,1,0.7777434344523216
155,0,0.7341376168191991
156,4,0.9901304904982169
157,0,0.8357334981219436
158,3,0.7429938779920415
159,4,0.959079254235932
160,4,0.9985406173075029
161,4,0.9000435311543757
162,4,0.8306494168028082
163,2,0.50145951017514
164,3,0.6176051461848718
165,2,0.7113726111376805
166,3,0.9154471766553189
167,0,0.9937888378184412
168,0,0.9879313778538482
169,2,0.4760367842310739
170,1,0.587596689155532
171,4,0.8784564883621332
172,3,0.5074408777310325
173,0,0.8435895457015993
174,2,0.4852920071704126
175,0,0.9118879585125311
176,0,0.3876644595752055
177,1,0.6664206363744442
178,3,0.6481548043514201
179,1,0.568299026456869
180,3,0.4950142334714379
181,2,0.5460847926107606
182,4,0.6511380157899502
183,4,0.9656238720825676
184,1,0.6851975979205854
185,3,0.6421632540795036
186,0,0.8066727582353784
187,3,0.8435518776713679
188,2,0.45814654568809116
189,3,0.7743047543598015
190,3,0.5473930495349876
191,4,0.9990266976243357
192,3,0.5070028001644453
193,4,0.9999685823261941
194,4,0.9463360242103028
195,1,0.5271441265891109
196,2,0.5468916324984928
197,4,0.7806356488498672
198,4,0.9996854377832132
199,2,0.5274242694470114
200,2,0.5472075742227965
201,2,0.5469984006834485
202,3,0.7219597211932158
203,3,0.8489355772766699
204,1,0.6747335378030844
205,2,0.4525970514320166
206,1,0.6548985297861415
207,3,0.6012639499865728
208,0,0.9556577016823462
209,4,0.9996243999090687
210,4,0.997002441552946
211,4,0.6425190099291702
212,1,0.6498668254935405
213,3,0.535397934580993
214,3,0.8396268542534168
215,0,0.9601275653693097
216,4,0.9980259419978335
217,4,0.7600278859916306
218,3,0.5768741579382012
219,4,0.919692117993659
220,4,0.9552067646030132
221,2,0.4404388919278402
222,0,0.9808680142570341
223,0,0.9921599776626083
224,0,0.8221527579074995
225,1,0.5999620032365612
226,4,0.873702357741665
227,4,0.9979142100434715
228,2,0.5786589829951221
229,1,0.5335615586455564
230,2,0.5250708386530424
231,3,0.848134969773905
232,4,0.9538323238814318
233,0,0.9975151061297676
234,2,0.5817210086660041
235,3,0.5763605929879394
236,4,0.9293137601196576
237,3,0.6797628131640053
238,4,0.9999181174180491
239,4,0.8014910862477963
240,3,0.796857022656818
241,1,0.6826017946764689
242,1,0.6438473756037719
243,4,0.9999671451116672
244,0,0.6527429433112398
245,4,0.9241124532836297
246,1,0.48542702120082193
247,0,0.6781176213278831
248,3,0.49520100755118285
249,4,0.5660725139691336
250,4,0.6500643776048947
251,3,0.5949684877225773
252,2,0.48973663253658056
253,2,0.45524338424644
254,3,0.7290075058803668
255,0,0.7561669451725272
256,1,0.6982886954438539
257,4,0.9991691200315362
258,2,0.5946244690814204
259,4,0.7428825422307925
260,0,0.7450933770256232
261,3,0.6818955673242603
262,0,0.9295330244241808
263,4,0.9638614202688625
264,4,0.9990729893394944
265,4,0.9946889411495825
266,0,0.4594706168671011
267,3,0.7603717726916698
268,4,0.8875180873101093
269,4,0.8968322188476373
270,1,0.6180999225517876
271,3,0.5963904254879941
272,3,0.6977195467089218
273,1,0.4774527013553087
274,0,0.5526852127034962
275,1,0.5035744212944419
276,1,0.7163371847651943
277,4,0.9123500335476082
278,4,0.9780101932805658
279,1,0.6575066592479311
280,3,0.8020738974054029
281,0,0.9658104549001967
282,3,0.8926636652497496
283,3,0.7650511605376099
284,0,0.9881458484914202
285,3,0.4868732873745138
286,4,0.9877470600188485
287,4,0.9371137825272667
288,1,0.453734648069343
289,3,0.4956150998667106
290,3,0.7599067361255655
291,0,0.9946556169699784
292,3,0.5542659563187204
293,0,0.9588596606762554
294,4,0.8386899376136802
295,2,0.6176212520853219
296,1,0.5958330079435085
297,4,0.8943786074488091
298,4,0.9859237749384473
299,4,0.9944391201614873
300,1,0.7941095698434153
301,0,0.9828853293515702
302,1,0.777376323861951
303,4,0.9626564358064543
304,1,0.5653734090621315
305,3,0.6436462474623728
306,0,0.8992947205058951
307,0,0.9884702188625031
308,4,0.9832884060872136
309,0,0.5226724128232866
310,2,0.47905975301854187
311,0,0.937279858124861
312,0,0.9642920951651053
313,3,0.5889291902485815
314,4,0.7445073589040218
315,4,0.8165739228124216
316,2,0.5150264836574091
317,4,0.5921959484154425
318,4,0.6595356897740703
319,4,0.9281619319522924
320,4,0.8853902924295197
321,4,0.9071582792472712
322,3,0.8345766308531245
323,3,0.7654362247326766
324,1,0.42708845666371636
325,4,0.8329116056610044
326,3,0.5658221919888233
327,4,0.9145759961679545
328,2,0.5760733271880452
329,4,0.8578197952335956
330,0,0.5177448555701328
331,4,0.9999426029368763
332,1,0.44103896597158065
333,0,0.995418812080108
334,4,0.9977415386327032
335,0,0.9194285444718376
336,4,0.6838487168200706
337,0,0.7535325507975819
338,0,0.9958356579759892
339,1,0.5307749216965283
340,4,0.5846246839730505
341,3,0.6441645060557195
342,0,0.9974497225128314
343,1,0.4695003564503301
344,1,0.5434580072100275
345,1,0.5812813865144478
346,4,0.9974017956069041
347,0,0.997945254243522
348,0,0.9974160301016772
349,3,0.780546664747457
350,4,0.709354603407882
351,3,0.8732104466780441
352,4,0.9971948924361611
353,4,0.7107226359990622
354,3,0.7747681182637418
355,3,0.8085206505386551
356,3,0.3534297146634216
357,1,0.508930569112536
358,4,0.9944317799173615
359,4,0.9355159232185132
360,4,0.9710796912171339
361,3,0.5513744542756339
362,3,0.4808642820017875
363,0,0.9059992626050979
364,3,0.7098329013517131
365,3,0.7702246852260356
366,1,0.5406172111750108
367,4,0.7483475947060186
368,1,0.5075704868304416
369,0,0.9506111277865598
370,1,0.4605273277543794
371,3,0.7353856784842914
372,2,0.5108194493219088
373,3,0.44948675722195836
374,1,0.6663182453581432
375,4,0.8241049516857063
376,3,0.6487488220715839
377,0,0.995761660237087
378,0,0.9903596334075294
379,1,0.6189777654169083
380,0,0.879842789268302
381,1,0.5376617209040421
382,2,0.49988135510319404
383,1,0.5331352828396391
384,3,0.46015599991820877
385,3,0.9325965022346359
386,0,0.7101236903380889
387,4,0.99975067516158
388,3,0.6457134716972819
389,3,0.3901117822289862
390,0,0.46356373860802846
391,1,0.5650597047939082
392,3,0.6346334910712365
393,2,0.5329184003376303
394,0,0.8012454586666106
395,0,0.9799424397191202
396,4,0.9997684694830474
397,4,0.907248252031848
398,2,0.588307584820912
399,4,0.7189268766589201
400,4,0.81430036504845
401,3,0.5025507948991609
402,0,0.9842736744302224
403,4,0.9572349438255982
404,0,0.92882383979588
405,0,0.5614303266773082
406,4,0.9979755984061118
407,3,0.8322512541495528
408,4,0.7119149870535746
409,3,0.6041165058861309
410,4,0.9960473529400286
411,4,0.993497715901645
412,0,0.9905923351751089
413,2,0.4538073843010287
414,0,0.9997772870637317
415,2,0.615093121420395
416,3,0.6983016112108421
417,1,0.5431913982564673
418,4,0.9995975052048485
419,4,0.9486649752779738
420,4,0.9984472453579395
421,1,0.7191759713460003
422,3,0.6420526537202449
423,4,0.8101764848288397
424,1,0.6025499008737422
425,4,0.993604091617333
426,2,0.44795887993202244
427,3,0.45702063113880215
428,3,0.7574899371075015
429,0,0.9977232778537544
430,1,0.45196224561935816
431,1,0.8173877254070138
432,4,0.9911373653978418
433,4,0.9957268366369533
434,4,0.8932616559808351
435,0,0.974647279957886
436,1,0.6520424624207057
437,0,0.9395993815756702
438,3,0.5771659192823984
439,1,0.6843245772782147
440,2,0.5189684160653459
441,1,0.6954981349171597
442,3,0.6475879629976022
443,3,0.5440518529282221
444,4,0.47457377670905293
445,4,0.9927470259786969
446,1,0.6491425693419187
447,3,0.8415384309446171
448,1,0.46381950568143115
449,4,0.9761055986752193
450,1,0.5313690060726338
451,3,0.8180211770114664
452,3,0.7084442896437072
453,3,0.9231810042804373
454,4,0.7012872442811113
455,3,0.45683570854808336
456,3,0.8137293948076404
457,2,0.5019947656432804
458,3,0.6841859947326633
459,3,0.6577748414001627
460,1,0.45474536994811937
461,1,0.7120385699033358
462,3,0.4961808260802362
463,2,0.5206454630427646
464,1,0.5092470637784056
465,4,0.7144401515373556
466,1,0.34442730842496916
467,3,0.6150088181298138
468,4,0.5763249647546149
469,1,0.6826600753292469
470,1,0.5494580765010654
471,1,0.5522592063362749
472,4,0.9539208188100569
473,0,0.9948586772073361
474,2,0.4777569458422798
475,1,0.59800054140817
476,0,0.9928667979927674
477,4,0.6985595737584098
478,4,0.8218664195869191
479,0,0.9768145458352737
480,4,0.9183987667113956
481,3,0.8627563601014681
482,1,0.43649170122605513
483,3,0.3930845854075076
484,4,0.6088397748170865
485,2,0.47199011105810773
486,1,0.6178600813823604
487,3,0.8531003138873148
488,4,0.7716876167861266
489,4,0.9489791343888726
490,3,0.7594678461490089
491,3,0.7675520432782531
492,1,0.41168005091414955
493,2,0.5042813528961325
494,4,0.9796151175254062
495,3,0.4538597285232663
496,2,0.5514851455069184
497,0,0.7420423539127213
498,2,0.503928747584359
499,4,0.9338680146409185
500,4,0.8220382576217354
501,1,0.6622182287043374
502,4,0.881975553326527
503,4,0.9891523263318325
504,3,0.8790092795049894
505,4,0.9159139114233581
506,3,0.442660518360811
507,4,0.9998429887489961
508,1,0.5330457192126338
509,3,0.7837796763688557
510,4,0.9990848212540417
511,4,0.9985643125548178
512,2,0.48131292221737176
513,1,0.6620380599817594
514,3,0.5958637512445628
515,1,0.5959143987673171
516,4,0.9805512166181182
517,4,0.9565425347335238
518,4,0.9970304802541454
519,3,0.8030068702956878
520,1,0.5555692932878172
521,4,0.9625238055266863
522,1,0.5310320427229271
523,1,0.5924059157703864
524,2,0.4804772903900414
525,0,0.8279373274138061
526,4,0.7413780242753033
527,2,0.29362615807537984
528,3,0.6878597884934057
529,4,0.9996827885340386
530,1,0.488926938556612
531,3,0.8954451285278598
532,0,0.9871163478128391
533,0,0.47006795205434243
534,3,0.674411460029997
535,4,0.9852573209346863
536,4,0.9944188168105614
537,3,0.6533685002443966
538,3,0.3514947104263031
539,1,0.3797074691243107
540,3,0.7300981298384328
541,1,0.745886579338059
542,2,0.4130003905994772
543,0,0.9925389365839714
544,3,0.8709447942699483
545,3,0.4282706606821289
546,3,0.48448761702712556
547,0,0.6230177185004094
548,3,0.7519898199077429
549,4,0.9742326520350261
550,0,0.9594180665835975
551,4,0.9975148898257273
552,0,0.8658198521846749
553,4,0.47285420905478914
554,2,0.6863784205258968
555,0,0.5155036156320887
556,4,0.9805431948218601
557,4,0.8688421200672304
558,4,0.9935735675739839
559,0,0.9728033899136063
560,0,0.6953404543387979
561,3,0.6628829055790711
562,0,0.9971980332154758
563,4,0.942382562092182
564,2,0.3806339786148126
565,0,0.9724480149738709
566,3,0.8483918230741141
567,0,0.9887291178257208
568,1,0.5527261187776884
569,3,0.865490220798678
570,4,0.9780389080430626
571,0,0.9979593137624136
572,0,0.8061483169954766
573,1,0.4802817926700745
574,3,0.9017958085887019
575,1,0.5307036440989017
576,4,0.960824330086908
577,4,0.8281492797705021
578,0,0.843928517626618
579,4,0.9159086526234107
580,1,0.5451477594539706
581,4,0.9968223489460845
582,2,0.5341170225774212
583,1,0.5447494553260092
584,2,0.42281597999970494
585,2,0.4976560907278177
586,3,0.5246472063040558
587,3,0.7192252619447593
588,1,0.5100271985061849
589,0,0.9816568909728164
590,0,0.9952774798046443
591,3,0.7230102106020361
592,1,0.4700880170405392
593,4,0.9914100290154941
594,3,0.5122389661183937
595,4,0.9968138797594132
596,4,0.9159162437932481
597,2,0.5241986734516076
598,2,0.5221660975045529
599,0,0.5203384732777891
600,4,0.6163690904970288
601,0,0.9952127396780698
602,0,0.463287531888404
603,0,0.8479048051567588
604,4,0.5992044472474102
605,0,0.9921719590420698
606,0,0.9727461670477483
607,1,0.592902074477537
608,3,0.7195103652493481
609,4,0.990131126305986
610,3,0.6017437159282405
611,1,0.6296566337707007
612,3,0.5961962093265301
613,4,0.9931916753071461
614,4,0.9773409457072102
615,2,0.48190376075526975
616,4,0.8632882887111143
617,4,0.999180442192337
618,2,0.4763355536690684
619,0,0.9973195900305165
620,4,0.988486973088554
621,4,0.7742771447498785
622,0,0.9396253013552952
623,0,0.9945285728885258
624,2,0.48308453162048176
625,1,0.5480005951483576
626,4,0.9597273924278906
627,4,0.9795164870876978
628,4,0.6567936560408778
629,1,0.5013833121335052
630,2,0.5267273349896026
631,4,0.8920592554953892
632,0,0.9287739643248087
633,0,0.9260342518316674
634,4,0.9802457169825248
635,4,0.9772151634234968
636,3,0.5905663442673841
637,4,0.7313647030530152
638,3,0.4566038065451832
639,3,0.6194645011814093
640,1,0.5048671446766244
641,4,0.7929450121393599
642,4,0.9840813288442245
643,2,0.503332956270883
644,1,0.4999958243723445
645,4,0.9971071381012743
646,1,0.5775476988107908
647,3,0.7470661919539399
648,2,0.5612484783970387
649,3,0.7744500977536232
650,0,0.8672230382366855
651,3,0.4661510962609985
652,3,0.7261774583539038
653,0,0.9875101514947908
654,4,0.9170349166354567
655,3,0.6562739510264811
656,1,0.4434734723569317
657,4,0.6718771415247277
658,4,0.9804299862216117
659,0,0.7743234861802977
660,4,0.9595832479709959
661,1,0.6881476064066094
662,2,0.5576384680198854
663,4,0.9912708676295235
664,1,0.4685424409709903
665,1,0.4624701105082187
666,4,0.9852583494742797
667,4,0.5904404153275664
668,4,0.9990097996450331
669,3,0.6799782837124841
670,2,0.32654496084434653
671,3,0.4481376639253087
672,3,0.5506739658528983
673,2,0.5470965975256121
674,4,0.9363791923244486
675,0,0.6162314242044525
676,2,0.5823960345815008
677,4,0.7221807946008776
678,0,0.9951915656642872
679,0,0.9928490758507069
680,3,0.45796857060565405
681,4,0.6439335021239342
682,3,0.8694736117745963
683,2,0.47287020077898
684,4,0.5384944512364405
685,0,0.43665492146131907
686,0,0.9864093686299706
687,3,0.742204840950523
688,4,0.960915670008597
689,3,0.5047440045763935
690,4,0.9003213463588987
691,3,0.8506617554995773
692,4,0.9917728761737764
693,2,0.46273598624683376
694,1,0.43601661664437386
695,1,0.5118395006775492
696,1,0.7463488199205074
697,4,0.890201578729764
698,0,0.9857159915569566
699,3,0.8085958803564494
700,4,0.8184777492008675
701,3,0.7568535154758196
702,0,0.9716904087652979
703,3,0.4178472999689446
704,1,0.5490238339055334
705,4,0.8473261231476763
706,3,0.8156387454684814
707,0,0.5399424554168625
708,1,0.7887613710014719
709,4,0.5104940955165624
710,0,0.9725967005647621
711,1,0.6110596630496784
712,2,0.43173199128373246
713,4,0.9871032687135671
714,3,0.8822417228737712
715,0,0.9831657474165914
716,0,0.5886052099507487
717,1,0.47166462682268284
718,4,0.9982773295605023
719,1,0.5867405584194538
720,1,0.8182442529108109
721,4,0.9805415422443914
722,2,0.4170287996704629
723,1,0.6613553551848798
724,0,0.9788469671279133
725,3,0.6111246743304081
726,0,0.9974101715471484
727,4,0.9830317474977205
728,0,0.8867900123076854
729,2,0.4962509539978242
730,0,0.9710505296188567
731,4,0.9955255153438782
732,0,0.9921524111057318
733,3,0.8613034410303916
734,4,0.5361402507853442
735,0,0.9957858123657355
736,0,0.8577388099660943
737,3,0.7318291355202416
738,1,0.33154079221321475
739,3,0.5707029270386006
740,3,0.8136202498798726
741,0,0.9975655923722432
742,4,0.9293738158336136
743,4,0.9996837775922132
744,4,0.8722099271521033
745,2,0.5012755164371593
746,4,0.9419922253664286
747,4,0.9953108677956545
748,1,0.46997637668550984
749,4,0.8102584719515505
750,1,0.45126509010535143
751,0,0.6159524568518734
752,3,0.7835729859194276
753,2,0.4819437275797753
754,4,0.9147531041542977
755,0,0.8360859921422872
756,4,0.9388494693053433
757,4,0.9678660408993696
758,3,0.4886841438783398
759,0,0.8684391567953541
760,1,0.45673967862252657
761,3,0.5451527530493546
762,2,0.5487205259306098
763,1,0.5331291437019313
764,1,0.47364230408286273
765,1,0.7080944244976118
766,0,0.9979647274584456
767,0,0.41688369527280833
768,4,0.9994368820632609
769,2,0.4575598345663353
770,3,0.49489332328024677
771,3,0.8379462977755245
772,3,0.7052312538127069
773,3,0.5983124318554616
774,2,0.36106993336721843
775,4,0.7167199454287133
776,0,0.9940760459978832
777,4,0.5914543480829042
778,2,0.6129210448574424
779,1,0.45355014346783956
780,1,0.5738854985419446
781,1,0.5559975606970277
782,0,0.7817834690935501
783,2,0.46429464756317507
784,1,0.49220207401009425
785,3,0.7293265332737439
786,3,0.46860543458461246
787,2,0.406086108006
788,3,0.4774627299259572
789,0,0.99074968234961
790,1,0.6726293934964512
791,0,0.9796076915358622
792,2,0.764552674599142
793,0,0.8298941638373059
794,2,0.6253882179962096
795,3,0.6569572162163586
796,3,0.8623328392273144
797,3,0.5710277566496933
798,3,0.515072082521733
799,3,0.7174893369298859
800,1,0.6685728720109831
801,2,0.615865330740626
802,4,0.6922318204235236
803,4,0.6213943786450885
804,3,0.8567027868744315
805,4,0.8807841641069009
806,2,0.4805082892256569
807,2,0.4758040871273602
808,0,0.6457418772850345
809,0,0.5064532931528106
810,4,0.9958617304799982
811,3,0.7008685703077713
812,3,0.6128540103988971
813,0,0.9989098300153287
814,3,0.6521606868655017
815,4,0.9975227752083633
816,3,0.630488352987387
817,1,0.4588406665321122
818,1,0.6879447471180139
819,3,0.6795894335609015
820,2,0.5406994799132807
821,4,0.9251265869732596
822,0,0.9926404422639709
823,3,0.7028453729925834
824,3,0.5305388281624606
825,3,0.47005700562204256
826,3,0.6029861975096643
827,0,0.6695432484579321
828,2,0.5753008426882094
829,4,0.9948132743324757
830,4,0.6671562563632746
831,2,0.5457465244886149
832,3,0.717521071444457
833,1,0.556440283702462
834,1,0.5868318901981933
835,1,0.603233348335444
836,2,0.45609753013743953
837,3,0.5465287164541058
838,4,0.9594961654593277
839,2,0.5686213298384845
840,3,0.5455267810183764
841,2,0.5071103260827202
842,3,0.4877053957831947
843,3,0.5199091538552648
844,4,0.9647931301124415
845,3,0.6280075735414538
846,0,0.9710222843034798
847,1,0.7973619131075441
848,1,0.6009763960028508
849,0,0.9899842438737324
850,2,0.5875907668922074
851,4,0.8026336688558297
852,0,0.9976915988814429
853,3,0.5081631553013601
854,3,0.8693682949358709
855,4,0.9097980445931055
856,3,0.8633926057139906
857,1,0.6216661140032099
858,3,0.6240512535576117
859,4,0.9943517373867186
860,4,0.9896606256254866
861,4,0.6072034901418472
862,4,0.9912410948098832
863,0,0.9504235287731023
864,4,0.9896317823747133
865,3,0.7683594752039442
866,3,0.7932049054999849
867,0,0.9727469553218271
868,3,0.6868311733788639
869,4,0.9966021633953284
870,1,0.42345661984495214
871,4,0.9950828135980744
872,0,0.53382098371325
873,2,0.5704649793126914
874,3,0.5269358928258545
875,0,0.5863866088496595
876,4,0.7685714621286529
877,1,0.5225320583525823
878,2,0.5202727869965097
879,4,0.9572611190272794
880,0,0.8411332462974219
881,4,0.976658548945316
882,0,0.9946214035161622
883,1,0.49410163911793953
884,2,0.4758726220820441
885,4,0.9776900644859552
886,0,0.9967966226527978
887,0,0.7110572339336833
888,4,0.9997571611332965
889,0,0.9282643131270647
890,3,0.5116039864210468
891,4,0.8329078173473029
892,3,0.8530593995125058
893,0,0.8594245504349471
894,0,0.43636270151792356
895,4,0.9998863965062331
896,3,0.7593082574766123
897,3,0.7360786408213638
898,4,0.9597783132494175
899,0,0.9987871818136393
900,4,0.8805951553367904
901,1,0.4850574658275384
902,3,0.4141487030721305
903,0,0.9882219054327593
904,0,0.996732227159
905,4,0.9565752102569189
906,3,0.7167329989085838
907,4,0.9736106284021637
908,0,0.9900487299469909
909,0,0.9100652447151153
910,2,0.41963513464045576
911,2,0.4361501032246519
912,3,0.4288202201565559
913,4,0.5533070189410358
914,1,0.5481190727690312
915,1,0.46030279454290374
916,4,0.9989153961789093
917,3,0.8572873948311931
918,4,0.9998513641032284
919,0,0.96761472130638
920,4,0.9847593844502495
921,0,0.8870238617421913
922,3,0.5880838950563573
923,1,0.5524558106087686
924,0,0.8005271384864179
925,1,0.44588374679491144
926,4,0.9723838612934542
927,1,0.475974435487293
928,4,0.9973359614619534
929,0,0.6402152826871106
930,1,0.5355627124036002
931,2,0.43046884984553624
932,3,0.8099954876245138
933,0,0.7449054712812111
934,4,0.999891457039866
935,4,0.9949955003668721
936,4,0.5616564597772599
937,4,0.9648130083415817
938,1,0.500129241599745
939,2,0.5690511871174486
940,0,0.6386477051769877
941,0,0.5075694306894447
942,1,0.47085011508474106
943,3,0.7822072983053615
944,3,0.8423315116474214
945,1,0.5514656870771213
946,3,0.87180177805266
947,4,0.9972776969021069
948,4,0.9647732747120489
949,4,0.8961578027081076
950,3,0.7760984878465788
951,4,0.976283265110416
952,3,0.7831584607174499
953,4,0.5052194658940343
954,1,0.7505380273161337
955,0,0.8400217112635862
956,4,0.8738049935505565
957,0,0.996014527517755
958,0,0.5805825434910428
959,1,0.5485644819510163
960,0,0.9408677579912894
961,4,0.9811303247082052
962,3,0.6309272645489432
963,1,0.5421206294548688
964,1,0.5391983703745674
965,4,0.99558072299863
966,3,0.5471035188883036
967,2,0.48226577663329223
968,1,0.6791400802896992
969,0,0.9990883994979348
970,4,0.7632259871679354
971,1,0.41325960759287966
972,4,0.6094916544320339
973,4,0.9880981389201892
974,1,0.534493770507169
975,3,0.6637330079172086
976,3,0.4666970519509698
977,3,0.5099024267762909
978,3,0.668356570828142
979,2,0.437713021652176
980,3,0.7022552700750099
981,4,0.5536666816671534
982,2,0.5373540222808008
983,0,0.9901761852743678
984,0,0.7591595747466512
985,1,0.6192885682579204
986,0,0.8030363662018061
987,4,0.8258296588395969
988,4,0.9658557763147164
989,3,0.8256508361987015
990,3,0.3087769536427189
991,4,0.9532370151682313
992,3,0.5775300614653761
993,1,0.4794404334402709
994,4,0.7240387333674453
995,2,0.37418520053699833
996,4,0.9620755823376258
997,0,0.9622327165024355
998,1,0.5919539275236431
999,1,0.6438470339048961
1000,0,0.9553003973544717
1001,1,0.7242957284052468
1002,4,0.9889972371958641
1003,4,0.9752956431566153
1004,1,0.5378261355591697
1005,0,0.9833626935918957
1006,1,0.6487786475121918
1007,4,0.9724015629453613
1008,4,0.904239741045138
1009,1,0.809825171525224
1010,4,0.993389302356898
1011,0,0.5378181789809143
1012,0,0.4860715599940465
1013,3,0.5621108750031769
1014,3,0.554471451726381
1015,1,0.6688493684458248
1016,4,0.7387191766145966
1017,4,0.984022399677749
1018,0,0.9650417208908479
1019,3,0.87975895579197
1020,2,0.5817512882309797
1021,4,0.9819982332244861
1022,4,0.9938455900631339
1023,0,0.8812478779494002
1024,0,0.9987333973146226
1025,4,0.8303670200695996
1026,3,0.6998651686023839
1027,3,0.8853003710317932
1028,3,0.8126164357443052
1029,1,0.5034299138223998
1030,3,0.7020194629513272
1031,4,0.8246307137056835
1032,4,0.9905617658817639
1033,2,0.6066511055874528
1034,3,0.7054576597920577
1035,1,0.4687659238710115
1036,3,0.6651692198544998
1037,4,0.7675435192324259
1038,4,0.9939843070483214
1039,2,0.5659641085102131
1040,4,0.9946103192672284
1041,0,0.9610898833173283
1042,4,0.5763424932765833
1043,1,0.4439556501851807
1044,4,0.8121814075577426
1045,1,0.7797832551628919
1046,3,0.543365772942759
1047,4,0.741645880693235
1048,4,0.9899388928732329
1049,0,0.38361288177514463
1050,4,0.7278654517942447
1051,2,0.44055065812051064
1052,4,0.9869255157816654
1053,4,0.9947644188983586
1054,1,0.7256689327652174
1055,4,0.6912573935891362
1056,0,0.9790036837793356
1057,4,0.991009016691653
1058,4,0.9489678775387641
1059,3,0.5599596843875143
1060,4,0.9972642987025516
1061,1,0.41470818932006603
1062,2,0.731969143480351
1063,2,0.541994785903143
1064,2,0.4851673756236171
1065,4,0.5153983109888768
1066,3,0.7983292004179383
1067,4,0.9682661745083352
1068,4,0.7189776243053934
1069,3,0.6587216304697512
1070,4,0.9867313416972735
1071,1,0.5523944244185618
1072,0,0.911783478508126
1073,0,0.4518175947637539
1074,4,0.7749614013696625
1075,3,0.8439759652845191
